ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
62,1,21-02-16 12:09,21-02-16 12:09,"<h3>Lokasi</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
&nbsp;
<div></div>
<h3> PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-revision-v1,,,21-02-16 12:09,21-02-16 12:09,,28,http://localhost/pedulikasih/28-revision-v1/,0,revision,,0
63,1,21-02-16 12:10,21-02-16 12:10,"<h3>Lokasi</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
<div></div>
<h3> PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-revision-v1,,,21-02-16 12:10,21-02-16 12:10,,28,http://localhost/pedulikasih/28-revision-v1/,0,revision,,0
64,1,21-02-16 12:21,21-02-16 12:21,"<h3>LOKASI</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
<div></div>
<h3> PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-revision-v1,,,21-02-16 12:21,21-02-16 12:21,,28,http://localhost/pedulikasih/28-revision-v1/,0,revision,,0
65,1,21-02-16 12:22,21-02-16 12:22,"<h3>LOKASI</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
<div></div>
<h3>PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-revision-v1,,,21-02-16 12:22,21-02-16 12:22,,28,http://localhost/pedulikasih/28-revision-v1/,0,revision,,0
66,1,21-02-16 12:45,21-02-16 12:45,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667689,,inherit,open,closed,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667689,,,21-02-16 12:45,21-02-16 12:45,,28,http://localhost/pedulikasih/backend/wp-content/uploads/2015/12/kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667689.jpg,0,attachment,image/jpeg,0
67,1,21-02-16 12:45,21-02-16 12:45,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667708,,inherit,open,closed,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667708,,,21-02-16 12:45,21-02-16 12:45,,28,http://localhost/pedulikasih/backend/wp-content/uploads/2015/12/kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667708.jpg,0,attachment,image/jpeg,0
68,1,21-02-16 12:45,21-02-16 12:45,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667772,,inherit,open,closed,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667772,,,21-02-16 12:45,21-02-16 12:45,,28,http://localhost/pedulikasih/backend/wp-content/uploads/2015/12/kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450667772.jpg,0,attachment,image/jpeg,0
69,1,21-02-16 12:45,21-02-16 12:45,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450668008,,inherit,open,closed,,kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450668008,,,21-02-16 12:45,21-02-16 12:45,,28,http://localhost/pedulikasih/backend/wp-content/uploads/2015/12/kurangnya-sanitasi-yang-layak-kita-peduli-bangun-14-mck-di-desa-mardingding-karo-1450668008.jpg,0,attachment,image/jpeg,0
70,1,21-02-16 12:48,21-02-16 12:48,"<h3>LOKASI</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
<div></div>
<h3>PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.

[inpost_fancy thumb_width=""200"" thumb_height=""200"" post_id=""28"" thumb_margin_left=""0"" thumb_margin_bottom=""0"" thumb_border_radius=""2"" thumb_shadow=""0 1px 4px rgba(0, 0, 0, 0.2)"" id="""" random=""0"" group=""0"" border="""" show_in_popup=""0"" album_cover="""" album_cover_width=""200"" album_cover_height=""200"" popup_width=""800"" popup_max_height=""600"" popup_title=""Gallery"" type=""fancy"" sc_id=""sc1456058871164""]","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-revision-v1,,,21-02-16 12:48,21-02-16 12:48,,28,http://localhost/pedulikasih/28-revision-v1/,0,revision,,0
71,1,21-02-16 12:53,21-02-16 12:53,"<h3>LOKASI</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
<div></div>
<h3>PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.
","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-autosave-v1,,,21-02-16 12:53,21-02-16 12:53,,28,http://localhost/pedulikasih/28-autosave-v1/,0,revision,,0
72,1,21-02-16 13:20,21-02-16 13:20,"<h3>LOKASI</h3>
<div>Posko Mardingding
Kel. Namanteran, Tanah Karo
Medan</div>
<div></div>
&nbsp;
<div></div>
<h3>PELAKSANAAN KEGIATAN</h3>
Dua tahun lamanya warga terdampak bencana letusan Gunung Sinabung bertahan di posko-posko pengungsian. Kebutuhan sanitasi yang layak menjadi hal penting untuk ditindaklanjuti karena kebersihan merupakan faktor utama dalam kesehatan.

Sebagai perusahaan yang berkomitmen membantu terciptanya kualitas kesehatan masyarakat yang lebih baik, melalui Program Kita Peduli, Indosiar membangun fasilitas sanitasi bagi pengungsi Sinabung. Fasilitas berupa 14 unit MCK (Mandi, Cuci, Kakus) dibangun oleh tim Kita Peduli sejak tanggal 10 Desember 2015 di dua lokasi, Posko Mardinding dan Posko Gudang Jeruk (Desa Surbakti). Dengan estimasi 2 minggu, diharapkan pembangunan MCK tersebut dapat selesai dan dapat segera digunakan.

Penyerahan bantuan MCK secara simbolis berupa peletakan batu pertama ini dihadiri oleh Direktur Utama Indosiar, Imam Sudjarwo, Kepala Departemen CSR Indosiar, Dewi Y. Miranti dan turut disaksikan oleh Ketua Posko, Sekdes Mardingding. Selain itu, acara penyerahan juga disertai dengan penyaluran simbolis kasur Palembang dan Selimut yang telah dibagikan pada September 2015 lalu.

Indosiar berharap dengan pembangunan fasilitas MCK di posko pengungsian Sinabung dapat memenuhi kebutuhan warga akan akses sanitasi yang layak. Tentunya harus ada kesadaran warga setempat untuk membersihkan dan merawat fasilitas tersebut secara teratur.
","Sanitasi Kurang Layak, Kita Peduli Bangun 14 MCK Di Desa Mardingding, Karo",,inherit,closed,closed,,28-revision-v1,,,21-02-16 13:20,21-02-16 13:20,,28,http://localhost/pedulikasih/28-revision-v1/,0,revision,,0
73,1,21-02-16 13:21,21-02-16 13:21,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen
<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf"" target=""_blank"" rel="""">Laporan Audit Kita Peduli 2013</a>",Laporan Audit Kita Peduli 2013,,publish,open,open,,laporan-audit-kita-peduli-2013,,,21-02-16 14:53,21-02-16 14:53,,0,http://localhost/pedulikasih/?p=73,0,post,,0
74,1,21-02-16 13:21,21-02-16 13:21,Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen,Laporan Audit Kita Peduli 2013,,inherit,closed,closed,,73-revision-v1,,,21-02-16 13:21,21-02-16 13:21,,73,http://localhost/pedulikasih/73-revision-v1/,0,revision,,0
75,1,21-02-16 14:38,21-02-16 14:38,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen
<a style=""line-height: 1.6;"" href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf"" target=""_blank"" rel="""">Laporan Audit Kita Peduli 2014</a>",Laporan Audit Kita Peduli 2014,,publish,open,open,,laporan-audit-kita-peduli-2014,,,21-02-16 14:55,21-02-16 14:55,,0,http://localhost/pedulikasih/?p=75,0,post,,0
76,1,21-02-16 14:38,21-02-16 14:38,Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen,Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:38,21-02-16 14:38,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
77,1,21-02-16 14:41,21-02-16 14:41,,laporan-audit-kita-peduli-2014,,inherit,open,closed,,laporan-audit-kita-peduli-2014-2,,,21-02-16 14:41,21-02-16 14:41,,75,http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf,0,attachment,application/pdf,0
78,1,21-02-16 14:41,21-02-16 14:41,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel="""">laporan-audit-kita-peduli-2014</a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:41,21-02-16 14:41,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
79,1,21-02-16 14:41,21-02-16 14:41,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel="""">laporan-audit-kita-peduli-2014</a>",Laporan Audit,,inherit,closed,closed,,44-revision-v1,,,21-02-16 14:41,21-02-16 14:41,,44,http://localhost/pedulikasih/44-revision-v1/,0,revision,,0
80,1,21-02-16 14:41,21-02-16 14:41,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel=""""></a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:41,21-02-16 14:41,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
81,1,21-02-16 14:41,21-02-16 14:41,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel=""""></a>",Laporan Audit,,inherit,closed,closed,,44-revision-v1,,,21-02-16 14:41,21-02-16 14:41,,44,http://localhost/pedulikasih/44-revision-v1/,0,revision,,0
82,1,21-02-16 14:42,21-02-16 14:42,,Laporan Audit,,inherit,closed,closed,,44-revision-v1,,,21-02-16 14:42,21-02-16 14:42,,44,http://localhost/pedulikasih/44-revision-v1/,0,revision,,0
83,1,21-02-16 14:42,21-02-16 14:42,,Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:42,21-02-16 14:42,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
84,1,21-02-16 14:42,21-02-16 14:42,,Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-autosave-v1,,,21-02-16 14:42,21-02-16 14:42,,75,http://localhost/pedulikasih/75-autosave-v1/,0,revision,,0
85,1,21-02-16 14:42,21-02-16 14:42,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel=""""></a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:42,21-02-16 14:42,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
86,1,21-02-16 14:42,21-02-16 14:42,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel="""">report</a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:42,21-02-16 14:42,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
87,1,21-02-16 14:43,21-02-16 14:43,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen
<a href=""http://localhost/pedulikasih/laporan-audit-kita-peduli-2014/laporan-audit-kita-peduli-2014-2/""rel=""attachment wp-att-77"">laporan-audit-kita-peduli-2014</a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:43,21-02-16 14:43,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
88,1,21-02-16 14:47,21-02-16 14:47,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""//localhost:3000/pedulikasih/laporan-audit-kita-peduli-2014/laporan-audit-kita-peduli-2014-2/""rel=""attachment wp-att-77"">laporan-audit-kita-peduli-2014</a>

<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf""rel="""">laporan-audit-kita-peduli-2014</a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:47,21-02-16 14:47,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
89,1,21-02-16 14:48,21-02-16 14:48,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen

<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf"" rel=""""> laporan-audit-kita-peduli-2014</a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:48,21-02-16 14:48,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
90,1,21-02-16 14:50,21-02-16 14:50,,laporan-audit-kita-peduli-2013,,inherit,open,closed,,laporan-audit-kita-peduli-2013-2,,,21-02-16 14:50,21-02-16 14:50,,73,http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf,0,attachment,application/pdf,0
91,1,21-02-16 14:50,21-02-16 14:50,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen
<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf""rel="""">laporan-audit-kita-peduli-2013</a>",Laporan Audit Kita Peduli 2013,,inherit,closed,closed,,73-revision-v1,,,21-02-16 14:50,21-02-16 14:50,,73,http://localhost/pedulikasih/73-revision-v1/,0,revision,,0
92,1,21-02-16 14:51,21-02-16 14:51,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen
<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf""rel=""""></a>",Laporan Audit Kita Peduli 2013,,inherit,closed,closed,,73-revision-v1,,,21-02-16 14:51,21-02-16 14:51,,73,http://localhost/pedulikasih/73-revision-v1/,0,revision,,0
93,1,21-02-16 14:51,21-02-16 14:51,"
<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf""rel="""">Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen</a>",Laporan Audit Kita Peduli 2013,,inherit,closed,closed,,73-revision-v1,,,21-02-16 14:51,21-02-16 14:51,,73,http://localhost/pedulikasih/73-revision-v1/,0,revision,,0
94,1,21-02-16 14:52,21-02-16 14:52,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen
<a href=""http://localhost/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf""rel="""">laporan-audit-kita-peduli-2013</a>",Laporan Audit Kita Peduli 2013,,inherit,closed,closed,,73-revision-v1,,,21-02-16 14:52,21-02-16 14:52,,73,http://localhost/pedulikasih/73-revision-v1/,0,revision,,0
95,1,21-02-16 14:53,21-02-16 14:53,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2013 Dan Laporan Auditor Independen
<a href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2013.pdf"" target=""_blank"" rel="""">Laporan Audit Kita Peduli 2013</a>",Laporan Audit Kita Peduli 2013,,inherit,closed,closed,,73-revision-v1,,,21-02-16 14:53,21-02-16 14:53,,73,http://localhost/pedulikasih/73-revision-v1/,0,revision,,0
96,1,21-02-16 14:55,21-02-16 14:55,"Laporan Penerimaan Dan Pengeluaran Kas Pada Dan Untuk Tahun Yang Berakhir Tanggal 31 Desember 2014 Dan Laporan Auditor Independen
<a style=""line-height: 1.6;"" href=""//localhost:3000/pedulikasih/backend/wp-content/uploads/2016/02/laporan-audit-kita-peduli-2014.pdf"" target=""_blank"" rel="""">Laporan Audit Kita Peduli 2014</a>",Laporan Audit Kita Peduli 2014,,inherit,closed,closed,,75-revision-v1,,,21-02-16 14:55,21-02-16 14:55,,75,http://localhost/pedulikasih/75-revision-v1/,0,revision,,0
97,1,21-02-16 14:56,0000-00-00 00:00:00,,Auto Draft,,auto-draft,open,open,,,,,21-02-16 14:56,0000-00-00 00:00:00,,0,http://localhost/pedulikasih/?p=97,0,post,,0
98,1,21-02-16 15:02,21-02-16 15:02,,Sejarah,,inherit,closed,closed,,32-revision-v1,,,21-02-16 15:02,21-02-16 15:02,,32,http://localhost/pedulikasih/32-revision-v1/,0,revision,,0
99,1,21-02-16 15:02,21-02-16 15:02,,Donatur,,publish,closed,closed,,donatur,,,21-02-16 15:02,21-02-16 15:02,,14,http://localhost/pedulikasih/?page_id=99,0,page,,0
100,1,21-02-16 15:02,21-02-16 15:02,,Donatur,,inherit,closed,closed,,99-revision-v1,,,21-02-16 15:02,21-02-16 15:02,,99,http://localhost/pedulikasih/99-revision-v1/,0,revision,,0
